PaymentID,OrderID,PaymentMethodID,PaymentDate,PaymentAmount,Año,Mes,Mes/Año
1.0,2.0,1,7/10/2003,603.50,2003,7,
2.0,4.0,1,7/12/2003,"1,288.00",2003,7,
4.0,5.0,1,7/15/2003,"1,800.00",2003,7,
5.0,6.0,1,7/14/2003,389.50,2003,7,
6.0,7.0,1,7/15/2003,"1,479.00",2003,7,
7.0,8.0,1,7/14/2003,"2,028.85",2003,7,
8.0,9.0,1,7/15/2003,"1,315.10",2003,7,
,,1,03-31-2024,496.5,2024,3,
