ProductID,ProductName,Color,ModelDescription,FabricDescription,Category,Gender,ProductLine,Weight,Size,PackSize,Status,InventoryDate,PurchasePrice,Año,Mes,Mes/Año
991,3XL-K4673,Sin definir,K,4673,Briefs,Women's Panties,Underwear,696.0,3XL,Dozen,In Production,2003-07-10,5.7,2003,7,7/2003
992,3XL-K4674,Sin definir,K,4674,Briefs,Women's Panties,Underwear,772.0,3XL,Dozen,Out of Production,2003-08-06,5.45,2003,8,8/2003
993,3XL-K4675,Sin definir,K,4675,Briefs,Women's Panties,Underwear,662.0,3XL,Dozen,Out of Production,2003-08-06,5.1,2003,8,8/2003
994,3XL-K46E,Sin definir,K,46,Briefs,Women's Panties,Underwear,660.0,3XL,Dozen,In Production,2003-07-10,5.3,2003,7,7/2003
995,3XL-K46S,Sin definir,K,46,Briefs,Women's Panties,Underwear,760.0,3XL,Dozen,In Production,2003-07-10,5.5,2003,7,7/2003
996,3XL-K46T,Sin definir,K,46,Briefs,Women's Panties,Underwear,700.0,3XL,Dozen,In Production,2003-07-10,5.3,2003,7,7/2003
997,3XL-K76E,Sin definir,K,76,Briefs,Women's Panties,Underwear,708.0,3XL,Dozen,Out of Production,2003-08-06,4.1,2003,8,8/2003
998,4XL-K21,Sin definir,K,21,Briefs,Women's Panties,Underwear,710.0,4XL,Dozen,In Production,2003-07-10,5.1,2003,7,7/2003
999,4XL-K22E,Sin definir,K,22,Briefs,Women's Panties,Underwear,572.0,4XL,Dozen,Out of Production,2003-07-10,3.95,2003,7,7/2003
1000,4XL-K23E,Sin definir,K,23,Briefs,Women's Panties,Underwear,660.0,4XL,Dozen,In Production,2003-07-10,4.8,2003,7,7/2003
1001,4XL-K29,Sin definir,K,29,Briefs,Women's Panties,Underwear,640.0,4XL,Dozen,In Production,2003-07-10,4.5,2003,7,7/2003
1002,4XL-K31,Sin definir,K,31,Briefs,Women's Panties,Underwear,730.0,4XL,Dozen,In Production,2003-07-10,5.0,2003,7,7/2003
1003,4XL-K31E,Sin definir,K,31,Briefs,Women's Panties,Underwear,765.0,4XL,Dozen,In Production,2003-07-10,5.3,2003,7,7/2003
1004,4XL-K31S,Sin definir,K,31,Briefs,Women's Panties,Underwear,820.0,4XL,Dozen,In Production,2003-07-10,5.5,2003,7,7/2003
1005,4XL-K32,Sin definir,K,32,Briefs,Women's Panties,Underwear,690.0,4XL,Dozen,In Production,2003-07-10,4.9,2003,7,7/2003
1006,4XL-K32E,Sin definir,K,32,Briefs,Women's Panties,Underwear,670.0,4XL,Dozen,In Production,2003-07-10,5.2,2003,7,7/2003
1007,4XL-K32S,Sin definir,K,32,Briefs,Women's Panties,Underwear,760.0,4XL,Dozen,In Production,2003-07-10,5.4,2003,7,7/2003
1008,4XL-K32T,Sin definir,K,32,Briefs,Women's Panties,Underwear,685.0,4XL,Dozen,In Production,2003-08-06,5.2,2003,8,8/2003
1009,4XL-K46,Sin definir,K,46,Briefs,Women's Panties,Underwear,724.0,4XL,Dozen,In Production,2003-07-10,5.5,2003,7,7/2003
1010,4XL-K46S,Sin definir,K,46,Briefs,Women's Panties,Underwear,835.0,4XL,Dozen,In Production,2003-07-10,6.0,2003,7,7/2003
1011,4XL-K46T,Sin definir,K,46,Briefs,Women's Panties,Underwear,800.0,4XL,Dozen,In Production,2003-08-06,5.8,2003,8,8/2003
1012,4XL-K76E,Sin definir,K,76,Briefs,Women's Panties,Underwear,787.0,4XL,Dozen,Out of Production,2003-08-06,4.5,2003,8,8/2003
1020,M-BX46B,Sin definir,BX,46,Boxers,Men's Briefs,Underwear,74.0,M,Single Unit,Out of Production,2003-07-10,0.95,2003,7,7/2003
1022,3XL-GB32E,Sin definir,GB,32,Briefs,Women's Panties,Underwear,650.0,3XL,Dozen,In Production,2003-09-17,5.2,2003,9,9/2003
1023,2-U23,Sin definir,U,23,Briefs,Girls' Panties,Underwear,202.0,2,Dozen,Out of Production,2003-07-10,2.05,2003,7,7/2003
1024,L-G31,Sin definir,G,31,Briefs,Women's Panties,Underwear,351.0,L,Dozen,Out of Production,2003-07-10,4.0,2003,7,7/2003
1025,S-R79,Sin definir,R,79,Briefs,Women's Panties,Underwear,285.0,S,Dozen,Out of Production,2003-07-10,4.0,2003,7,7/2003
1026,S-K4673,Sin definir,K,4673,Briefs,Women's Panties,Underwear,360.0,S,Dozen,In Production,2003-07-10,3.7,2003,7,7/2003
1027,3-ERK81,Sin definir,ERK,81,Briefs,Boys' Briefs,Underwear,316.0,3,Dozen,Out of Production,2003-07-10,2.45,2003,7,7/2003
1029,XL-K425,Sin definir,K,425,Briefs,Women's Panties,Underwear,528.0,XL,Dozen,Out of Production,2003-07-10,4.1,2003,7,7/2003
1030,XL-174,Sin definir,AT,174,Undershirts,Men's Undershirts,Underwear,1550.0,XL,Dozen,In Production,2003-09-20,8.8,2003,9,9/2003
1031,XXL-174,Sin definir,AT,174,Undershirts,Men's Undershirts,Underwear,1778.0,XXL,Dozen,In Production,2003-09-26,9.5,2003,9,9/2003
1032,L-193,Sin definir,AT,193,Undershirts,Men's Undershirts,Underwear,1392.0,L,Dozen,Out of Production,2003-07-10,7.7,2003,7,7/2003
1033,M-U32,Sin definir,U,32,Briefs,Women's Panties,Underwear,324.0,M,Dozen,Out of Production,2003-07-10,2.4,2003,7,7/2003
1034,L-BX46A,Sin definir,BX,46,Boxers,Men's Briefs,Underwear,80.0,L,Single Unit,Out of Production,2003-07-10,0.9,2003,7,7/2003
1035,M-K410,Sin definir,K,410,Briefs,Women's Panties,Underwear,395.0,M,Dozen,Out of Production,2003-07-10,3.4,2003,7,7/2003
1036,XL-ZF4602,Sin definir,ZF,4602,Briefs,Women's Panties,Underwear,444.0,XL,Dozen,Out of Production,2003-09-16,5.5,2003,9,9/2003
1038,XL-K32T,Sin definir,K,32,Briefs,Women's Panties,Underwear,500.0,XL,Dozen,In Production,2003-09-16,3.9,2003,9,9/2003
1040,XXL-GB24E,Sin definir,GB,24,Briefs,Women's Panties,Underwear,643.0,XXL,Dozen,In Production,2003-09-16,4.75,2003,9,9/2003
1041,3XL-GB21,Sin definir,GB,21,Briefs,Women's Panties,Underwear,720.0,3XL,Dozen,In Production,2003-09-16,5.1,2003,9,9/2003
1042,XXL-GB40,Sin definir,GB,40,Briefs,Women's Panties,Underwear,597.0,XXL,Dozen,In Production,2003-09-16,5.0,2003,9,9/2003
1043,2-170,Sin definir,AT,170,Undershirts,Boys' Undershirts,Underwear,606.0,2,Dozen,In Production,2003-09-16,4.1,2003,9,9/2003
1044,3-170,Sin definir,AT,170,Undershirts,Boys' Undershirts,Underwear,666.0,3,Dozen,In Production,2003-09-16,4.4,2003,9,9/2003
1045,M-ZF4600,Sin definir,ZF,4600,Briefs,Women's Panties,Underwear,337.0,M,Dozen,In Production,2003-09-16,4.3,2003,9,9/2003
1046,L-ZF4600,Sin definir,ZF,4600,Briefs,Women's Panties,Underwear,340.0,L,Dozen,In Production,2003-09-16,4.7,2003,9,9/2003
1047,M-ZF4601,Sin definir,ZF,4601,Briefs,Women's Panties,Underwear,313.0,M,Dozen,In Production,2003-09-16,4.6,2003,9,9/2003
1048,L-ZF4601,Sin definir,ZF,4601,Briefs,Women's Panties,Underwear,338.0,L,Dozen,In Production,2003-09-16,5.0,2003,9,9/2003
1049,3-ERK64,Sin definir,ERK,64,Briefs,Boys' Briefs,Underwear,294.0,3,Dozen,Out of Production,2003-09-16,2.9,2003,9,9/2003
1050,L-171,Sin definir,AT,171,Undershirts,Men's Undershirts,Underwear,1070.0,L,Dozen,In Production,2003-09-16,6.8,2003,9,9/2003
1051,M-N79,Sin definir,N,79,Briefs,Women's Panties,Underwear,336.0,M,Dozen,Out of Production,2003-09-17,4.4,2003,9,9/2003
1052,L-N79,Sin definir,N,79,Briefs,Women's Panties,Underwear,341.0,L,Dozen,Out of Production,2003-09-17,4.8,2003,9,9/2003
1053,M-S84,Sin definir,S,84,Briefs,Women's Panties,Underwear,378.0,M,Dozen,Out of Production,2003-09-17,4.5,2003,9,9/2003
1054,L-S84,Sin definir,S,84,Briefs,Women's Panties,Underwear,383.0,L,Dozen,Out of Production,2003-09-17,4.8,2003,9,9/2003
1055,M-S84S,Sin definir,S,84,Briefs,Women's Panties,Underwear,341.0,M,Dozen,Out of Production,2003-09-17,4.8,2003,9,9/2003
1056,L-S84S,Sin definir,S,84,Briefs,Women's Panties,Underwear,383.0,L,Dozen,Out of Production,2003-09-17,5.1,2003,9,9/2003
1057,M-Z89,Sin definir,Z,89,Briefs,Women's Panties,Underwear,323.0,M,Dozen,Out of Production,2003-09-17,4.0,2003,9,9/2003
1058,L-Z89,Sin definir,Z,89,Briefs,Women's Panties,Underwear,320.0,L,Dozen,Out of Production,2003-09-17,4.3,2003,9,9/2003
1059,XL-Z89,Sin definir,Z,89,Briefs,Women's Panties,Underwear,396.0,XL,Dozen,Out of Production,2003-09-17,4.6,2003,9,9/2003
1060,M-Z89S,Sin definir,Z,89,Briefs,Women's Panties,Underwear,290.0,M,Dozen,Out of Production,2003-09-17,4.3,2003,9,9/2003
1061,L-Z89S,Sin definir,Z,89,Briefs,Women's Panties,Underwear,340.0,L,Dozen,Out of Production,2003-09-17,4.6,2003,9,9/2003
1062,XL-Z89S,Sin definir,Z,89,Briefs,Women's Panties,Underwear,390.0,XL,Dozen,Out of Production,2003-09-17,4.9,2003,9,9/2003
1063,L-A1085,Sin definir,A,1085,Briefs,Women's Panties,Underwear,300.0,L,Dozen,Out of Production,2003-09-17,4.75,2003,9,9/2003
1064,XL-A1085,Sin definir,A,1085,Briefs,Women's Panties,Underwear,340.0,XL,Dozen,Out of Production,2003-09-17,5.05,2003,9,9/2003
1065,M-A1085S,Sin definir,A,1085,Briefs,Women's Panties,Underwear,273.0,M,Dozen,Out of Production,2003-09-17,3.0,2003,9,9/2003
1066,L-A1085S,Sin definir,A,1085,Briefs,Women's Panties,Underwear,290.0,L,Dozen,Out of Production,2003-09-17,3.3,2003,9,9/2003
1067,XL-A4675,Sin definir,A,4675,Briefs,Women's Panties,Underwear,378.0,XL,Dozen,Out of Production,2003-09-17,4.4,2003,9,9/2003
1068,S-A1050S,Sin definir,A,1050,Briefs,Women's Panties,Underwear,209.0,S,Dozen,Out of Production,2003-09-17,5.8,2003,9,9/2003
1069,M-A1050S,Sin definir,A,1050,Briefs,Women's Panties,Underwear,226.0,M,Dozen,Out of Production,2003-09-17,6.4,2003,9,9/2003
1070,S-A1083,Sin definir,A,1083,Briefs,Women's Panties,Underwear,192.0,S,Dozen,Out of Production,2003-09-17,5.8,2003,9,9/2003
1071,M-A1083,Sin definir,A,1083,Briefs,Women's Panties,Underwear,227.0,M,Dozen,Out of Production,2003-09-17,4.1,2003,9,9/2003
1072,S-S24,Sin definir,S,24,Briefs,Women's Panties,Underwear,295.0,S,Dozen,In Production,2003-09-17,3.6,2003,9,9/2003
1073,M-Z24,Sin definir,Z,24,Briefs,Women's Panties,Underwear,325.0,M,Dozen,Out of Production,2003-09-17,3.4,2003,9,9/2003
1074,L-Z24,Sin definir,Z,24,Briefs,Women's Panties,Underwear,377.0,L,Dozen,Out of Production,2003-09-17,3.7,2003,9,9/2003
1075,S-S31R,Sin definir,S,31,Briefs,Women's Panties,Underwear,270.0,S,Dozen,Out of Production,2003-09-17,4.5,2003,9,9/2003
1076,L-S31R,Sin definir,S,31,Briefs,Women's Panties,Underwear,365.0,L,Dozen,Out of Production,2003-09-17,5.1,2003,9,9/2003
1077,M-S31R,Sin definir,S,31,Briefs,Women's Panties,Underwear,340.0,M,Dozen,Out of Production,2003-09-17,4.8,2003,9,9/2003
1078,3-BX64P,Sin definir,BX,64,Boxers,Boys' Briefs,Underwear,55.0,3,Single Unit,Out of Production,2003-07-10,0.47,2003,7,7/2003
1079,2-BX64P,Sin definir,BX,64,Boxers,Boys' Briefs,Underwear,47.0,2,Single Unit,Out of Production,2003-07-10,0.44,2003,7,7/2003
1080,L-BX171,Sin definir,BX,171,Boxers,Men's Briefs,Underwear,75.0,L,Single Unit,Out of Production,2003-07-10,1.3,2003,7,7/2003
1081,S-S31SR,Sin definir,S,31,Briefs,Women's Panties,Underwear,297.0,S,Dozen,Out of Production,2003-09-17,5.0,2003,9,9/2003
1082,L-S32,Sin definir,S,32,Briefs,Women's Panties,Underwear,314.0,L,Dozen,In Production,2003-09-17,4.1,2003,9,9/2003
1083,XL-S32,Sin definir,S,32,Briefs,Women's Panties,Underwear,385.0,XL,Dozen,In Production,2003-09-17,4.5,2003,9,9/2003
1084,XL-G46E,Sin definir,G,46,Briefs,Women's Panties,Underwear,427.0,XL,Dozen,Out of Production,2003-09-17,4.95,2003,9,9/2003
1085,XL-G46S,Sin definir,G,46,Briefs,Women's Panties,Underwear,450.0,XL,Dozen,In Production,2003-09-17,5.5,2003,9,9/2003
1086,M-F52S,Sin definir,F,52,Briefs,Women's Panties,Underwear,360.0,M,Dozen,Out of Production,2003-09-17,4.6,2003,9,9/2003
1087,L-S52,Sin definir,S,52,Briefs,Women's Panties,Underwear,455.0,L,Dozen,Out of Production,2003-09-17,5.1,2003,9,9/2003
1088,S-S52S,Sin definir,S,52,Briefs,Women's Panties,Underwear,295.0,S,Dozen,Out of Production,2003-09-17,4.6,2003,9,9/2003
1089,M-W79,Sin definir,W,79,Briefs,Women's Panties,Underwear,299.0,M,Dozen,Out of Production,2003-09-17,4.2,2003,9,9/2003
1090,L-W79,Sin definir,W,79,Briefs,Women's Panties,Underwear,377.0,L,Dozen,Out of Production,2003-09-17,4.5,2003,9,9/2003
1092,1-X30,Sin definir,X,30,Briefs,Girls' Panties,Underwear,187.0,1,Dozen,Out of Production,2003-09-17,2.35,2003,9,9/2003
1093,2-X30,Sin definir,X,30,Briefs,Girls' Panties,Underwear,183.0,2,Dozen,Out of Production,2003-09-17,2.55,2003,9,9/2003
1094,3-U35,Sin definir,U,35,Briefs,Girls' Panties,Underwear,238.0,3,Dozen,In Production,2003-09-17,2.63,2003,9,9/2003
1095,L-KA946,Sin definir,KA,946,Briefs,Women's Panties,Underwear,425.0,L,Dozen,Out of Production,2003-09-17,3.6,2003,9,9/2003
1096,XL-KA946,Sin definir,KA,946,Briefs,Women's Panties,Underwear,512.0,XL,Dozen,Out of Production,2003-09-17,3.95,2003,9,9/2003
1097,XXL-KA946,Sin definir,KA,946,Briefs,Women's Panties,Underwear,503.0,XXL,Dozen,Out of Production,2003-09-17,4.3,2003,9,9/2003
1098,L-ZF4600S,Sin definir,ZF,4600,Briefs,Women's Panties,Underwear,380.0,L,Dozen,In Production,2003-09-17,5.1,2003,9,9/2003
1099,XL-ZF4600S,Sin definir,ZF,4600,Briefs,Women's Panties,Underwear,395.0,XL,Dozen,In Production,2003-09-17,5.3,2003,9,9/2003
1100,L-ZF4601S,Sin definir,ZF,4601,Briefs,Women's Panties,Underwear,370.0,L,Dozen,In Production,2003-09-17,5.4,2003,9,9/2003
1101,XL-ZF4601S,Sin definir,ZF,4601,Briefs,Women's Panties,Underwear,420.0,XL,Dozen,In Production,2003-09-17,5.6,2003,9,9/2003
1102,L-ZF4602S,Sin definir,ZF,4602,Briefs,Women's Panties,Underwear,360.0,L,Dozen,Out of Production,2003-09-17,5.65,2003,9,9/2003
1103,XL-ZF4603,Sin definir,ZF,4603,Briefs,Women's Panties,Underwear,468.0,XL,Dozen,Out of Production,2003-09-17,5.0,2003,9,9/2003
1104,XL-ZF4604,Sin definir,ZF,4604,Briefs,Women's Panties,Underwear,468.0,XL,Dozen,Out of Production,2003-09-17,6.2,2003,9,9/2003
1106,L-175,Sin definir,AT,175,Undershirts,Women's Undershirts,Underwear,929.0,L,Dozen,In Production,2003-09-17,6.5,2003,9,9/2003
1107,XL-175,Sin definir,AT,175,Undershirts,Women's Undershirts,Underwear,995.0,XL,Dozen,In Production,2003-09-17,6.8,2003,9,9/2003
1108,S-BX34D,Sin definir,BX,34,Boxers,Men's Briefs,Underwear,54.0,S,Single Unit,Out of Production,2003-09-17,0.8,2003,9,9/2003
1109,M-BX34D,Sin definir,BX,34,Boxers,Men's Briefs,Underwear,65.0,M,Single Unit,Out of Production,2003-09-17,0.9,2003,9,9/2003
1110,L-BX34D,Sin definir,BX,34,Boxers,Men's Briefs,Underwear,68.0,L,Single Unit,Out of Production,2003-09-17,1.0,2003,9,9/2003
1111,XL-BX34D,Sin definir,BX,34,Boxers,Men's Briefs,Underwear,80.0,XL,Single Unit,Out of Production,2003-09-17,1.1,2003,9,9/2003
1112,S-BX46344,Sin definir,BX,46344,Boxers,Men's Briefs,Underwear,59.0,S,Single Unit,Out of Production,2003-09-17,0.9,2003,9,9/2003
1113,S-BX46345,Sin definir,BX,46345,Boxers,Men's Briefs,Underwear,72.0,S,Single Unit,Out of Production,2003-09-17,0.9,2003,9,9/2003
1114,M-BX46345,Sin definir,BX,46345,Boxers,Men's Briefs,Underwear,79.0,M,Single Unit,Out of Production,2003-09-17,1.0,2003,9,9/2003
1115,L-BX46345,Sin definir,BX,46345,Boxers,Men's Briefs,Underwear,85.0,L,Single Unit,Out of Production,2003-09-17,1.1,2003,9,9/2003
1116,XL-BX46345,Sin definir,BX,46345,Boxers,Men's Briefs,Underwear,94.0,XL,Single Unit,Out of Production,2003-09-17,1.2,2003,9,9/2003
1117,S-BX46CC,Sin definir,BX,46,Boxers,Men's Briefs,Underwear,68.0,S,Single Unit,In Production,2003-09-17,1.0,2003,9,9/2003
1118,M-BX46CC,Sin definir,BX,46,Boxers,Men's Briefs,Underwear,75.0,M,Single Unit,In Production,2003-09-17,1.05,2003,9,9/2003
1119,L-BX46CC,Sin definir,BX,46,Boxers,Men's Briefs,Underwear,81.0,L,Single Unit,In Production,2003-09-17,1.1,2003,9,9/2003
1120,XL-BX46CC,Sin definir,BX,46,Boxers,Men's Briefs,Underwear,94.0,XL,Single Unit,In Production,2003-09-17,1.2,2003,9,9/2003
1121,4XL-K24,Sin definir,K,24,Briefs,Women's Panties,Underwear,740.0,4XL,Dozen,In Production,2003-09-17,4.9,2003,9,9/2003
1122,XXL-K24E,Sin definir,K,24,Briefs,Women's Panties,Underwear,612.0,XXL,Dozen,In Production,2003-09-17,4.2,2003,9,9/2003
1123,3XL-K24E,Sin definir,K,24,Briefs,Women's Panties,Underwear,655.0,3XL,Dozen,In Production,2003-09-17,4.7,2003,9,9/2003
1124,4XL-K24E,Sin definir,K,24,Briefs,Women's Panties,Underwear,690.0,4XL,Dozen,In Production,2003-09-17,5.2,2003,9,9/2003
1125,3XL-K4656,Sin definir,K,4656,Briefs,Women's Panties,Underwear,695.0,3XL,Dozen,Out of Production,2003-09-17,5.6,2003,9,9/2003
1126,2-K25,Sin definir,K,25,Briefs,Girls' Panties,Underwear,305.0,2,Dozen,Out of Production,2003-09-17,2.35,2003,9,9/2003
1127,3-K25,Sin definir,K,25,Briefs,Girls' Panties,Underwear,295.0,3,Dozen,Out of Production,2003-09-17,2.5,2003,9,9/2003
1128,XL-K411,Sin definir,K,411,Briefs,Women's Panties,Underwear,515.0,XL,Dozen,Out of Production,2003-09-17,4.4,2003,9,9/2003
1129,M-S4656,Sin definir,S,4656,Briefs,Women's Panties,Underwear,351.0,M,Dozen,Out of Production,2003-09-17,4.5,2003,9,9/2003
1130,XL-S4674,Sin definir,S,4674,Briefs,Women's Panties,Underwear,444.0,XL,Dozen,Out of Production,2003-09-17,5.2,2003,9,9/2003
1131,L-S4685,Sin definir,S,4685,Briefs,Women's Panties,Underwear,347.0,L,Dozen,In Production,2003-09-17,4.8,2003,9,9/2003
1132,XL-S4673,Sin definir,S,4673,Briefs,Women's Panties,Underwear,444.0,XL,Dozen,In Production,2003-09-17,5.1,2003,9,9/2003
1133,L-GS21,Sin definir,GS,21,Briefs,Women's Panties,Underwear,625.0,L,Dozen,In Production,2003-09-17,4.4,2003,9,9/2003
1134,L-KS46,Sin definir,KS,46,Briefs,Women's Panties,Underwear,665.0,L,Dozen,In Production,2003-09-17,5.7,2003,9,9/2003
1135,XL-KS46,Sin definir,KS,46,Briefs,Women's Panties,Underwear,800.0,XL,Dozen,In Production,2003-09-17,6.72,2003,9,9/2003
1136,3-GB24E,Sin definir,GB,24,Briefs,Girls' Panties,Underwear,312.0,3,Dozen,Out of Production,2003-09-17,2.8,2003,9,9/2003
1137,3-GB25,Sin definir,GB,25,Briefs,Girls' Panties,Underwear,371.0,3,Dozen,Out of Production,2003-09-17,2.7,2003,9,9/2003
1138,1-A30,Sin definir,A,30,Briefs,Girls' Panties,Underwear,167.0,1,Dozen,Out of Production,2003-09-17,2.1,2003,9,9/2003
1139,3-A30,Sin definir,A,30,Briefs,Girls' Panties,Underwear,234.0,3,Dozen,Out of Production,2003-09-17,2.5,2003,9,9/2003
1140,2-N30,Sin definir,N,30,Briefs,Girls' Panties,Underwear,192.0,2,Dozen,Out of Production,2003-09-17,2.4,2003,9,9/2003
1141,3-N30,Sin definir,N,30,Briefs,Girls' Panties,Underwear,201.0,3,Dozen,Out of Production,2003-09-17,2.6,2003,9,9/2003
1142,1-ERK62,Sin definir,ERK,62,Briefs,Boys' Briefs,Underwear,224.0,1,Dozen,Out of Production,2003-09-17,2.15,2003,9,9/2003
1143,2-ERK62,Sin definir,ERK,62,Briefs,Boys' Briefs,Underwear,295.0,2,Dozen,Out of Production,2003-09-17,2.3,2003,9,9/2003
1144,3-ERK62,Sin definir,ERK,62,Briefs,Boys' Briefs,Underwear,287.0,3,Dozen,In Production,2003-09-17,2.45,2003,9,9/2003
1145,L-ERK62,Sin definir,ERK,62,Briefs,Men's Briefs,Underwear,592.0,L,Dozen,Out of Production,2003-09-17,3.5,2003,9,9/2003
1146,XL-ERK62,Sin definir,ERK,62,Briefs,Men's Briefs,Underwear,535.0,XL,Dozen,Out of Production,2003-09-17,3.8,2003,9,9/2003
1147,XXL-PCL21,Sin definir,PCL,21,Drawers,Women's Panties,Underwear,1140.0,XXL,Dozen,In Production,2003-09-17,7.7,2003,9,9/2003
1148,4XL-PCL29,Sin definir,PCL,29,Drawers,Women's Panties,Underwear,1307.0,4XL,Dozen,Out of Production,2003-09-17,8.5,2003,9,9/2003
1149,XL-GB24,Sin definir,GB,24,Briefs,Women's Panties,Underwear,573.0,XL,Dozen,In Production,2003-09-17,4.2,2003,9,9/2003
1150,XL-GB24E,Sin definir,GB,24,Briefs,Women's Panties,Underwear,551.0,XL,Dozen,In Production,2003-09-17,4.5,2003,9,9/2003
1152,XL-GB25,Sin definir,GB,25,Briefs,Women's Panties,Underwear,544.0,XL,Dozen,In Production,2003-09-17,4.2,2003,9,9/2003
1153,XXL-GB25,Sin definir,GB,25,Briefs,Women's Panties,Underwear,668.0,XXL,Dozen,In Production,2003-09-17,4.6,2003,9,9/2003
1154,XL-GB25S,Sin definir,GB,25,Briefs,Women's Panties,Underwear,543.0,XL,Dozen,Out of Production,2003-09-17,4.1,2003,9,9/2003
1155,3XL-GB31,Sin definir,GB,31,Briefs,Women's Panties,Underwear,785.0,3XL,Dozen,In Production,2003-09-17,5.0,2003,9,9/2003
1156,XL-GB31T,Sin definir,GB,31,Briefs,Women's Panties,Underwear,565.0,XL,Dozen,In Production,2003-09-17,4.5,2003,9,9/2003
1157,XL-S46,Sin definir,S,46,Briefs,Women's Panties,Underwear,397.0,XL,Dozen,In Production,2003-09-17,4.7,2003,9,9/2003
1158,M-ZF4602,Sin definir,ZF,4602,Briefs,Women's Panties,Underwear,335.0,M,Dozen,Out of Production,2003-09-16,4.35,2003,9,9/2003
1159,3XL-GB32S,Sin definir,GB,32,Briefs,Women's Panties,Underwear,655.0,3XL,Dozen,In Production,2003-09-17,5.4,2003,9,9/2003
1160,S-BX46C,Sin definir,BX,46,Boxers,Men's Briefs,Underwear,63.0,S,Single Unit,In Production,2003-07-10,0.9,2003,7,7/2003
1163,XL-W79,Sin definir,W,79,Briefs,Women's Panties,Underwear,353.0,XL,Dozen,Out of Production,2003-09-20,4.9,2003,9,9/2003
1164,XL-S24,Sin definir,S,24,Briefs,Women's Panties,Underwear,398.0,XL,Dozen,In Production,2003-09-20,4.5,2003,9,9/2003
1165,3-X30,Sin definir,X,30,Briefs,Girls' Panties,Underwear,219.0,3,Dozen,Out of Production,2003-09-20,2.75,2003,9,9/2003
1166,S-S4656,Sin definir,S,4656,Briefs,Women's Panties,Underwear,310.0,S,Dozen,Out of Production,2003-09-20,4.2,2003,9,9/2003
1167,2-A30,Sin definir,A,30,Briefs,Girls' Panties,Underwear,192.0,2,Dozen,Out of Production,2003-09-20,2.3,2003,9,9/2003
1168,M-A4695,Sin definir,A,4695,Briefs,Women's Panties,Underwear,334.0,M,Dozen,Out of Production,2003-09-20,3.7,2003,9,9/2003
1169,3XL-GB24E,Sin definir,GB,24,Briefs,Women's Panties,Underwear,745.0,3XL,Dozen,In Production,2003-09-20,5.3,2003,9,9/2003
1170,3XL-GB25,Sin definir,GB,25,Briefs,Women's Panties,Underwear,710.0,3XL,Dozen,In Production,2003-09-20,5.0,2003,9,9/2003
1171,L-S4695,Sin definir,S,4695,Briefs,Women's Panties,Underwear,365.0,L,Dozen,Out of Production,2003-09-20,5.3,2003,9,9/2003
1172,L-ZF4602,Sin definir,ZF,4602,Briefs,Women's Panties,Underwear,366.0,L,Dozen,Out of Production,2003-09-26,5.2,2003,9,9/2003
1173,XL-ZF4600,Sin definir,ZF,4600,Briefs,Women's Panties,Underwear,390.0,XL,Dozen,In Production,2003-09-26,5.1,2003,9,9/2003
1174,XL-ZF4601,Sin definir,ZF,4601,Briefs,Women's Panties,Underwear,395.0,XL,Dozen,In Production,2003-09-26,5.4,2003,9,9/2003
1175,XXL-PCL32E,Sin definir,PCL,32,Drawers,Women's Panties,Underwear,975.0,XXL,Dozen,In Production,2003-09-26,7.15,2003,9,9/2003
1176,XL-K46100A,Sin definir,K,46100,Briefs,Women's Panties,Underwear,569.0,XL,Dozen,Out of Production,2003-09-26,4.5,2003,9,9/2003
1177,L-S52S,Sin definir,S,52,Briefs,Women's Panties,Underwear,430.0,L,Dozen,Out of Production,2003-09-26,5.6,2003,9,9/2003
1178,4XL-K21E,Sin definir,K,21,Briefs,Women's Panties,Underwear,695.0,4XL,Dozen,In Production,2003-09-26,5.4,2003,9,9/2003
1179,XL-GS21,Sin definir,GS,21,Briefs,Women's Panties,Underwear,685.0,XL,Dozen,In Production,2003-09-26,5.46,2003,9,9/2003
1180,XXL-KS46,Sin definir,KS,46,Briefs,Women's Panties,Underwear,875.0,XXL,Dozen,In Production,2003-09-26,6.8,2003,9,9/2003
1181,XL-KS46T,Sin definir,KS,46,Briefs,Women's Panties,Underwear,780.0,XL,Dozen,In Production,2003-09-26,6.8,2003,9,9/2003
1182,1-N30,Sin definir,N,30,Briefs,Girls' Panties,Underwear,187.0,1,Dozen,Out of Production,2003-09-26,2.2,2003,9,9/2003
1183,XXL-GB25S,Sin definir,GB,25,Briefs,Women's Panties,Underwear,612.0,XXL,Dozen,Out of Production,2003-09-26,4.6,2003,9,9/2003
1184,XXL-GB31T,Sin definir,GB,31,Briefs,Women's Panties,Underwear,724.0,XXL,Dozen,In Production,2003-09-26,4.9,2003,9,9/2003
1185,XL-K92,Sin definir,K,92,Briefs,Women's Panties,Underwear,563.0,XL,Dozen,Out of Production,2003-12-31,2.75,2003,12,12/2003
1186,XXL-BX46344,Sin definir,BX,46344,Boxers,Men's Briefs,Underwear,95.0,XXL,Single Unit,Out of Production,2003-09-30,1.25,2003,9,9/2003
1187,XL-ZF4602S,Sin definir,ZF,4602,Briefs,Women's Panties,Underwear,435.0,XL,Dozen,Out of Production,2003-09-30,6.0,2003,9,9/2003
1189,2-K24E,Sin definir,K,24,Briefs,Girls' Panties,Underwear,290.0,2,Dozen,In Production,2003-09-30,2.5,2003,9,9/2003
