ProductID,ProductName,Color,ModelDescription,FabricDescription,Category,Gender,ProductLine,Weight,Size,PackSize,Status,InventoryDate,PurchasePrice,Año,Mes,Mes/Año
1,3-182,Sin definir,AT,182,Undershirts,Girls' Undershirts,Underwear,822.0,3,Dozen,In Production,2003-07-10,6.6,2003,7,7/2003
2,3-183,Sin definir,AT,183,Undershirts,Girls' Undershirts,Underwear,620.0,3,Dozen,Out of Production,2003-07-10,5.6,2003,7,7/2003
3,3-184,Sin definir,AT,184,Undershirts,Girls' Undershirts,Underwear,718.0,3,Dozen,In Production,2003-07-10,6.3,2003,7,7/2003
4,3-185,Sin definir,AT,185,Undershirts,Boys' Undershirts,Underwear,820.0,3,Dozen,In Production,2003-07-10,5.6,2003,7,7/2003
5,3-A30N,Sin definir,A,30,Briefs,Girls' Panties,Underwear,214.0,3,Dozen,Out of Production,2003-08-06,3.3,2003,8,8/2003
6,3-BX34,Sin definir,BX,34,Boxers,Boys' Briefs,Underwear,55.0,3,Single Unit,Out of Production,2003-07-10,0.62,2003,7,7/2003
7,3-BX64,Sin definir,BX,64,Boxers,Boys' Briefs,Underwear,55.0,3,Single Unit,Out of Production,2003-08-06,0.47,2003,8,8/2003
8,3-ERK33,Sin definir,ERK,33,Briefs,Boys' Briefs,Underwear,389.0,3,Dozen,Out of Production,2003-07-10,3.25,2003,7,7/2003
9,3-ERK61,Sin definir,ERK,61,Briefs,Boys' Briefs,Underwear,325.0,3,Dozen,In Production,2003-07-10,2.7,2003,7,7/2003
10,3-ERK63,Sin definir,ERK,63,Briefs,Boys' Briefs,Underwear,340.0,3,Dozen,In Production,2003-07-10,2.55,2003,7,7/2003
11,3-GB31,Sin definir,GB,31,Briefs,Girls' Panties,Underwear,370.0,3,Dozen,Out of Production,2003-07-10,2.65,2003,7,7/2003
12,3-GB31E,Sin definir,GB,31,Briefs,Girls' Panties,Underwear,345.0,3,Dozen,Out of Production,2003-08-06,2.75,2003,8,8/2003
13,3-GB32,Sin definir,GB,32,Briefs,Girls' Panties,Underwear,330.0,3,Dozen,Out of Production,2003-07-10,2.65,2003,7,7/2003
14,3-GB32E,Sin definir,GB,32,Briefs,Girls' Panties,Underwear,359.0,3,Dozen,Out of Production,2003-07-10,2.75,2003,7,7/2003
15,3-GB92,Sin definir,GB,92,Briefs,Girls' Panties,Underwear,294.0,3,Dozen,Out of Production,2003-07-10,2.15,2003,7,7/2003
16,3-K203,Sin definir,K,203,Briefs,Girls' Panties,Underwear,280.0,3,Dozen,Out of Production,2003-07-10,2.7,2003,7,7/2003
17,3-K21,Sin definir,K,21,Briefs,Girls' Panties,Underwear,281.0,3,Dozen,In Production,2003-07-10,2.7,2003,7,7/2003
18,3-K213,Sin definir,K,213,Briefs,Girls' Panties,Underwear,269.0,3,Dozen,Out of Production,2003-07-10,2.65,2003,7,7/2003
19,3-K218,Sin definir,K,218,Briefs,Girls' Panties,Underwear,280.0,3,Dozen,Out of Production,2003-07-10,2.75,2003,7,7/2003
20,3-K21E,Sin definir,K,21,Briefs,Girls' Panties,Underwear,276.0,3,Dozen,In Production,2003-07-10,2.8,2003,7,7/2003
21,3-K22,Sin definir,K,22,Briefs,Girls' Panties,Underwear,381.0,3,Dozen,Out of Production,2003-08-06,2.0,2003,8,8/2003
22,3-K22E,Sin definir,K,22,Briefs,Girls' Panties,Underwear,281.0,3,Dozen,Out of Production,2003-07-10,2.1,2003,7,7/2003
23,3-K23,Sin definir,K,23,Briefs,Girls' Panties,Underwear,242.0,3,Dozen,In Production,2003-07-10,2.5,2003,7,7/2003
24,3-K23E,Sin definir,K,23,Briefs,Girls' Panties,Underwear,271.0,3,Dozen,In Production,2003-08-06,2.6,2003,8,8/2003
25,3-K24E,Sin definir,K,24,Briefs,Girls' Panties,Underwear,330.0,3,Dozen,In Production,2003-08-06,2.7,2003,8,8/2003
26,3-K26,Sin definir,K,26,Briefs,Girls' Panties,Underwear,329.0,3,Dozen,Out of Production,2003-08-06,2.0,2003,8,8/2003
27,3-K29,Sin definir,K,29,Briefs,Girls' Panties,Underwear,273.0,3,Dozen,In Production,2003-07-10,2.4,2003,7,7/2003
28,3-K30,Sin definir,K,30,Briefs,Girls' Panties,Underwear,275.0,3,Dozen,In Production,2003-07-10,2.6,2003,7,7/2003
29,3-K30B,Sin definir,K,30,Briefs,Girls' Panties,Underwear,282.0,3,Dozen,Out of Production,2003-07-10,2.7,2003,7,7/2003
30,3-K30C,Sin definir,K,30,Briefs,Girls' Panties,Underwear,282.0,3,Dozen,Out of Production,2003-07-10,3.0,2003,7,7/2003
31,3-K30N,Sin definir,K,30,Briefs,Girls' Panties,Underwear,282.0,3,Dozen,In Production,2003-07-10,3.2,2003,7,7/2003
32,3-K31,Sin definir,K,31,Briefs,Girls' Panties,Underwear,220.0,3,Dozen,Out of Production,2003-07-10,2.4,2003,7,7/2003
33,3-K31E,Sin definir,K,31,Briefs,Girls' Panties,Underwear,305.0,3,Dozen,In Production,2003-07-10,2.7,2003,7,7/2003
34,3-K32,Sin definir,K,32,Briefs,Girls' Panties,Underwear,266.0,3,Dozen,In Production,2003-07-10,2.5,2003,7,7/2003
35,3-K32E,Sin definir,K,32,Briefs,Girls' Panties,Underwear,290.0,3,Dozen,In Production,2003-07-10,2.6,2003,7,7/2003
36,3-K92,Sin definir,K,92,Briefs,Girls' Panties,Underwear,310.0,3,Dozen,Out of Production,2003-07-10,1.8,2003,7,7/2003
37,3-K93,Sin definir,K,93,Briefs,Girls' Panties,Underwear,275.0,3,Dozen,Out of Production,2003-07-10,1.8,2003,7,7/2003
38,3-K94,Sin definir,K,94,Briefs,Girls' Panties,Underwear,280.0,3,Dozen,Out of Production,2003-07-10,1.8,2003,7,7/2003
39,3-K98,Sin definir,K,98,Briefs,Girls' Panties,Underwear,225.0,3,Dozen,Out of Production,2003-07-10,1.8,2003,7,7/2003
40,3-K98E,Sin definir,K,98,Briefs,Girls' Panties,Underwear,201.0,3,Dozen,Out of Production,2003-07-10,2.2,2003,7,7/2003
41,3-O23,Sin definir,O,23,Briefs,Girls' Panties,Underwear,233.0,3,Dozen,Out of Production,2003-08-06,2.05,2003,8,8/2003
42,3-O23E,Sin definir,O,23,Briefs,Girls' Panties,Underwear,226.0,3,Dozen,Out of Production,2003-08-06,2.25,2003,8,8/2003
43,3-U23,Sin definir,U,23,Briefs,Girls' Panties,Underwear,228.0,3,Dozen,Out of Production,2003-07-10,2.2,2003,7,7/2003
44,3-U29,Sin definir,U,29,Briefs,Girls' Panties,Underwear,257.0,3,Dozen,In Production,2003-08-06,2.47,2003,8,8/2003
45,1-166,Sin definir,AT,166,Undershirts,Girls' Undershirts,Underwear,491.0,1,Dozen,Out of Production,2003-07-10,5.7,2003,7,7/2003
46,1-167,Sin definir,AT,167,Undershirts,Girls' Undershirts,Underwear,455.0,1,Dozen,Out of Production,2003-07-10,4.2,2003,7,7/2003
47,1-170,Sin definir,AT,170,Undershirts,Boys' Undershirts,Underwear,530.0,1,Dozen,In Production,2003-07-10,3.8,2003,7,7/2003
48,1-183,Sin definir,AT,183,Undershirts,Girls' Undershirts,Underwear,482.0,1,Dozen,Out of Production,2003-07-10,4.8,2003,7,7/2003
49,1-185,Sin definir,AT,185,Undershirts,Boys' Undershirts,Underwear,551.0,1,Dozen,In Production,2003-07-10,4.8,2003,7,7/2003
50,1-A30N,Sin definir,A,30,Briefs,Girls' Panties,Underwear,177.0,1,Dozen,Out of Production,2003-08-06,2.9,2003,8,8/2003
51,1-ERK33,Sin definir,ERK,33,Briefs,Boys' Briefs,Underwear,262.0,1,Dozen,Out of Production,2003-07-10,2.75,2003,7,7/2003
52,1-ERK61,Sin definir,ERK,61,Briefs,Boys' Briefs,Underwear,280.0,1,Dozen,In Production,2003-07-10,2.3,2003,7,7/2003
53,1-ERK63,Sin definir,ERK,63,Briefs,Boys' Briefs,Underwear,293.0,1,Dozen,In Production,2003-07-10,2.25,2003,7,7/2003
54,1-ERK64,Sin definir,ERK,64,Briefs,Boys' Briefs,Underwear,291.0,1,Dozen,Out of Production,2003-07-10,2.6,2003,7,7/2003
55,1-ERK81,Sin definir,ERK,81,Briefs,Boys' Briefs,Underwear,280.0,1,Dozen,Out of Production,2003-07-10,2.2,2003,7,7/2003
56,1-K29,Sin definir,K,29,Briefs,Girls' Panties,Underwear,219.0,1,Dozen,In Production,2003-07-10,2.0,2003,7,7/2003
57,1-K30,Sin definir,K,30,Briefs,Girls' Panties,Underwear,202.0,1,Dozen,In Production,2003-07-10,2.2,2003,7,7/2003
58,1-K30B,Sin definir,K,30,Briefs,Girls' Panties,Underwear,212.0,1,Dozen,Out of Production,2003-07-10,2.4,2003,7,7/2003
59,1-K30C,Sin definir,K,30,Briefs,Girls' Panties,Underwear,211.0,1,Dozen,Out of Production,2003-07-10,2.7,2003,7,7/2003
60,1-K30N,Sin definir,K,30,Briefs,Girls' Panties,Underwear,218.0,1,Dozen,In Production,2003-07-10,2.8,2003,7,7/2003
61,1-K32,Sin definir,K,32,Briefs,Girls' Panties,Underwear,252.0,1,Dozen,In Production,2003-07-10,2.1,2003,7,7/2003
62,1-K32E,Sin definir,K,32,Briefs,Girls' Panties,Underwear,221.0,1,Dozen,In Production,2003-07-10,2.2,2003,7,7/2003
63,1-K98E,Sin definir,K,98,Briefs,Girls' Panties,Underwear,219.0,1,Dozen,Out of Production,2003-07-10,1.95,2003,7,7/2003
64,2-167,Sin definir,AT,167,Undershirts,Girls' Undershirts,Underwear,482.0,2,Dozen,Out of Production,2003-07-10,4.5,2003,7,7/2003
65,2-183,Sin definir,AT,183,Undershirts,Girls' Undershirts,Underwear,553.0,2,Dozen,Out of Production,2003-07-10,5.2,2003,7,7/2003
66,2-184,Sin definir,AT,184,Undershirts,Girls' Undershirts,Underwear,566.0,2,Dozen,In Production,2003-07-10,5.7,2003,7,7/2003
67,2-185,Sin definir,AT,185,Undershirts,Boys' Undershirts,Underwear,590.0,2,Dozen,In Production,2003-07-10,5.4,2003,7,7/2003
68,2-BX34,Sin definir,BX,34,Boxers,Boys' Briefs,Underwear,51.0,2,Single Unit,Out of Production,2003-07-10,0.57,2003,7,7/2003
69,2-BX64,Sin definir,BX,64,Boxers,Boys' Briefs,Underwear,47.0,2,Single Unit,Out of Production,2003-07-10,0.44,2003,7,7/2003
70,2-BX61A,Sin definir,BX,61,Boxers,Boys' Briefs,Underwear,47.0,2,Single Unit,Out of Production,2003-07-10,0.41,2003,7,7/2003
71,2-ERK33,Sin definir,ERK,33,Briefs,Boys' Briefs,Underwear,328.0,2,Dozen,Out of Production,2003-07-10,3.0,2003,7,7/2003
72,2-ERK61,Sin definir,ERK,61,Briefs,Boys' Briefs,Underwear,233.0,2,Dozen,In Production,2003-07-10,2.5,2003,7,7/2003
73,2-ERK63,Sin definir,ERK,63,Briefs,Boys' Briefs,Underwear,301.0,2,Dozen,In Production,2003-07-10,2.4,2003,7,7/2003
74,2-ERK64,Sin definir,ERK,64,Briefs,Boys' Briefs,Underwear,310.0,2,Dozen,Out of Production,2003-07-10,2.75,2003,7,7/2003
75,2-ERK81,Sin definir,ERK,81,Briefs,Boys' Briefs,Underwear,233.0,2,Dozen,Out of Production,2003-07-10,2.4,2003,7,7/2003
76,2-GB23,Sin definir,GB,23,Briefs,Girls' Panties,Underwear,240.0,2,Dozen,Out of Production,2003-07-10,1.45,2003,7,7/2003
77,2-GB32,Sin definir,GB,32,Briefs,Girls' Panties,Underwear,290.0,2,Dozen,Out of Production,2003-07-10,2.45,2003,7,7/2003
78,2-GB32E,Sin definir,GB,32,Briefs,Girls' Panties,Underwear,205.0,2,Dozen,Out of Production,2003-08-06,2.55,2003,8,8/2003
79,2-K23,Sin definir,K,23,Briefs,Girls' Panties,Underwear,233.0,2,Dozen,In Production,2003-07-10,2.3,2003,7,7/2003
80,2-K23E,Sin definir,K,23,Briefs,Girls' Panties,Underwear,221.0,2,Dozen,In Production,2003-07-10,2.4,2003,7,7/2003
81,2-K29,Sin definir,K,29,Briefs,Girls' Panties,Underwear,256.0,2,Dozen,In Production,2003-07-10,2.2,2003,7,7/2003
82,2-K30,Sin definir,K,30,Briefs,Girls' Panties,Underwear,243.0,2,Dozen,In Production,2003-07-10,2.4,2003,7,7/2003
83,2-K30B,Sin definir,K,30,Briefs,Girls' Panties,Underwear,271.0,2,Dozen,Out of Production,2003-07-10,2.55,2003,7,7/2003
84,2-K30C,Sin definir,K,30,Briefs,Girls' Panties,Underwear,270.0,2,Dozen,Out of Production,2003-07-10,2.85,2003,7,7/2003
85,2-K30N,Sin definir,K,30,Briefs,Girls' Panties,Underwear,270.0,2,Dozen,In Production,2003-07-10,3.0,2003,7,7/2003
86,2-K31E,Sin definir,K,31,Briefs,Girls' Panties,Underwear,299.0,2,Dozen,In Production,2003-08-06,2.5,2003,8,8/2003
87,2-K32,Sin definir,K,32,Briefs,Girls' Panties,Underwear,282.0,2,Dozen,In Production,2003-07-10,2.3,2003,7,7/2003
88,2-K32E,Sin definir,K,32,Briefs,Girls' Panties,Underwear,257.0,2,Dozen,In Production,2003-07-10,2.4,2003,7,7/2003
89,2-K98E,Sin definir,K,98,Briefs,Girls' Panties,Underwear,239.0,2,Dozen,Out of Production,2003-08-06,2.05,2003,8,8/2003
90,2-U29,Sin definir,U,29,Briefs,Girls' Panties,Underwear,225.0,2,Dozen,In Production,2003-07-10,2.6,2003,7,7/2003
91,2-U35,Sin definir,U,35,Briefs,Girls' Panties,Underwear,221.0,2,Dozen,In Production,2003-08-06,2.42,2003,8,8/2003
92,Morera Women's Undershirts,Sin definir,Sin definir,Sin definir,Undershirts,Women's Undershirts,Underwear,87.0,2.9,Single Unit,Out of Production,2003-07-10,2.3,2003,7,7/2003
93,Morera Women's Boxer,Sin definir,Sin definir,Sin definir,Boxers,Women's Panties,Underwear,87.0,2.9,Single Unit,Out of Production,2003-07-10,1.7,2003,7,7/2003
94,Morera Women's Bustier,Sin definir,Sin definir,Sin definir,Bustier,Women's Undershirts,Underwear,87.0,2.9,Single Unit,Out of Production,2003-07-10,1.7,2003,7,7/2003
95,Morera Women's Maternity Boxer Shorts,Sin definir,Sin definir,Sin definir,Boxers,Women's Panties,Underwear,87.0,2.9,Single Unit,Out of Production,2003-07-10,1.7,2003,7,7/2003
96,Morera Women's Maternity Briefs,Sin definir,Sin definir,Sin definir,Briefs,Women's Panties,Underwear,87.0,2.9,Single Unit,Out of Production,2003-07-10,1.7,2003,7,7/2003
97,Morera Women's Maternity Thong,Sin definir,Sin definir,Sin definir,Thongs,Women's Panties,Underwear,87.0,2.9,Single Unit,Out of Production,2003-07-10,1.6,2003,7,7/2003
98,Morera Women's Briefs,Sin definir,Sin definir,Sin definir,Briefs,Women's Panties,Underwear,87.0,2.9,Single Unit,Out of Production,2003-07-10,1.7,2003,7,7/2003
99,Morera Women's Thong,Sin definir,Sin definir,Sin definir,Thongs,Women's Panties,Underwear,87.0,2.9,Single Unit,Out of Production,2003-07-10,1.6,2003,7,7/2003
100,Morera Women's T-Shirt,Sin definir,Sin definir,Sin definir,Undershirts,Women's Undershirts,Underwear,87.0,2.9,Single Unit,Out of Production,2003-07-10,2.4,2003,7,7/2003
101,Morera Men's Boxer,Sin definir,Sin definir,Sin definir,Boxers,Men's Briefs,Underwear,87.0,2.9,Single Unit,Out of Production,2003-07-10,2.0,2003,7,7/2003
103,L-1711,Sin definir,AT,1711,Undershirts,Men's Undershirts,Underwear,88.0,L,Single Unit,Out of Production,2003-08-06,0.63,2003,8,8/2003
105,L-173,Sin definir,AT,173,Undershirts,Women's Undershirts,Underwear,940.0,L,Dozen,In Production,2003-08-06,5.9,2003,8,8/2003
107,L-174,Sin definir,AT,174,Undershirts,Men's Undershirts,Underwear,1405.0,L,Dozen,In Production,2003-07-10,8.3,2003,7,7/2003
109,L-1741,Sin definir,AT,1741,Undershirts,Men's Undershirts,Underwear,117.0,L,Single Unit,Out of Production,2003-08-06,0.82,2003,8,8/2003
111,L-177,Sin definir,AT,177,Undershirts,Men's Undershirts,Underwear,1245.0,L,Dozen,In Production,2003-08-06,7.2,2003,8,8/2003
113,L-1771,Sin definir,AT,1771,Undershirts,Men's Undershirts,Underwear,104.0,L,Single Unit,Out of Production,2003-08-06,0.65,2003,8,8/2003
115,L-188,Sin definir,AT,188,Undershirts,Women's Undershirts,Underwear,935.0,L,Dozen,In Production,2003-08-06,7.7,2003,8,8/2003
117,L-191,Sin definir,AT,191,Undershirts,Men's Undershirts,Underwear,1165.0,L,Dozen,In Production,2003-07-10,7.2,2003,7,7/2003
119,L-1911,Sin definir,AT,1911,Undershirts,Men's Undershirts,Underwear,97.0,L,Single Unit,Out of Production,2003-08-06,0.69,2003,8,8/2003
120,L-191S,Sin definir,AT,191,Undershirts,Men's Undershirts,Underwear,1360.0,L,Dozen,In Production,2003-07-10,8.2,2003,7,7/2003
121,L-191S1,Sin definir,AT,191,Undershirts,Men's Undershirts,Underwear,113.0,L,Single Unit,Out of Production,2003-08-06,0.86,2003,8,8/2003
122,L-1931,Sin definir,AT,1931,Undershirts,Men's Undershirts,Underwear,116.0,L,Single Unit,Out of Production,2003-08-06,0.7,2003,8,8/2003
123,L-1941,Sin definir,AT,1941,Undershirts,Men's Undershirts,Underwear,117.0,L,Single Unit,Out of Production,2003-08-06,0.8,2003,8,8/2003
124,L-3101,Sin definir,AT3K,3101,Undershirts,Women's Undershirts,Underwear,87.0,L,Single Unit,Out of Production,2003-07-10,0.7,2003,7,7/2003
125,L-3101S,Sin definir,AT3K,3101,Undershirts,Women's Undershirts,Underwear,95.0,L,Single Unit,Out of Production,2003-08-06,0.8,2003,8,8/2003
126,L-3102,Sin definir,AT3K,3102,Undershirts,Women's Undershirts,Underwear,102.0,L,Single Unit,Out of Production,2003-07-10,0.85,2003,7,7/2003
127,L-3102S,Sin definir,AT3K,3102,Undershirts,Women's Undershirts,Underwear,113.0,L,Single Unit,Out of Production,2003-08-06,0.95,2003,8,8/2003
128,L-3103,Sin definir,AT3K,3103,Undershirts,Women's Undershirts,Underwear,128.0,L,Single Unit,Out of Production,2003-08-06,0.85,2003,8,8/2003
129,L-3104,Sin definir,AT3K,3104,Undershirts,Women's Undershirts,Underwear,87.0,L,Single Unit,Out of Production,2003-07-10,0.65,2003,7,7/2003
130,L-3104S,Sin definir,AT3K,3104,Undershirts,Women's Undershirts,Underwear,97.0,L,Single Unit,Out of Production,2003-08-06,0.75,2003,8,8/2003
131,L-3105,Sin definir,AT3K,3105,Undershirts,Women's Undershirts,Underwear,90.0,L,Single Unit,Out of Production,2003-07-10,0.75,2003,7,7/2003
132,L-3105S,Sin definir,AT3K,3105,Undershirts,Women's Undershirts,Underwear,113.0,L,Single Unit,Out of Production,2003-08-06,0.85,2003,8,8/2003
133,L-3106,Sin definir,AT3K,3106,Undershirts,Women's Undershirts,Underwear,116.0,L,Single Unit,Out of Production,2003-07-10,0.75,2003,7,7/2003
134,L-4201,Sin definir,AT4K,4201,Undershirts,Women's Undershirts,Underwear,112.0,L,Single Unit,Out of Production,2003-08-06,0.75,2003,8,8/2003
135,L-4202,Sin definir,AT4K,4202,Undershirts,Women's Undershirts,Underwear,102.0,L,Single Unit,Out of Production,2003-08-06,0.9,2003,8,8/2003
136,L-4203,Sin definir,AT4K,4203,Undershirts,Women's Undershirts,Underwear,128.0,L,Single Unit,Out of Production,2003-08-06,0.9,2003,8,8/2003
137,L-4204,Sin definir,AT4K,4204,Undershirts,Women's Undershirts,Underwear,98.0,L,Single Unit,Out of Production,2003-08-06,0.7,2003,8,8/2003
138,L-4205,Sin definir,AT4K,4205,Undershirts,Women's Undershirts,Underwear,94.0,L,Single Unit,Out of Production,2003-08-06,0.75,2003,8,8/2003
139,L-A46,Sin definir,A,46,Briefs,Women's Panties,Underwear,334.0,L,Dozen,Out of Production,2003-07-10,3.9,2003,7,7/2003
140,L-A4653,Sin definir,A,4653,Briefs,Women's Panties,Underwear,336.0,L,Dozen,Out of Production,2003-08-06,4.2,2003,8,8/2003
141,L-A4654,Sin definir,A,4654,Briefs,Women's Panties,Underwear,336.0,L,Dozen,Out of Production,2003-08-06,4.2,2003,8,8/2003
142,L-A4674,Sin definir,A,4674,Briefs,Women's Panties,Underwear,336.0,L,Dozen,Out of Production,2003-08-06,4.2,2003,8,8/2003
143,L-A4675,Sin definir,A,4675,Briefs,Women's Panties,Underwear,336.0,L,Dozen,Out of Production,2003-08-06,4.0,2003,8,8/2003
144,L-A46S,Sin definir,A,46,Briefs,Women's Panties,Underwear,353.0,L,Dozen,Out of Production,2003-08-06,4.3,2003,8,8/2003
145,L-A52,Sin definir,A,52,Briefs,Women's Panties,Underwear,384.0,L,Dozen,Out of Production,2003-07-10,4.3,2003,7,7/2003
146,L-A821,Sin definir,A,821,Briefs,Women's Panties,Underwear,281.0,L,Dozen,Out of Production,2003-08-06,9.0,2003,8,8/2003
147,L-BB32S,Sin definir,BB,32,Briefs,Women's Panties,Underwear,374.0,L,Dozen,Out of Production,2003-08-06,3.05,2003,8,8/2003
148,L-BB32T,Sin definir,BB,32,Briefs,Women's Panties,Underwear,373.0,L,Dozen,Out of Production,2003-08-06,3.05,2003,8,8/2003
149,L-BB46S,Sin definir,BB,46,Briefs,Women's Panties,Underwear,395.0,L,Dozen,Out of Production,2003-08-06,3.55,2003,8,8/2003
150,L-BB46T,Sin definir,BB,46,Briefs,Women's Panties,Underwear,405.0,L,Dozen,Out of Production,2003-08-06,3.55,2003,8,8/2003
151,L-BX172,Sin definir,BX,172,Boxers,Men's Briefs,Underwear,70.0,L,Single Unit,Out of Production,2003-07-10,1.6,2003,7,7/2003
152,L-BX17C2,Sin definir,BX,17,Boxers,Men's Briefs,Underwear,67.0,L,Single Unit,Out of Production,2003-07-10,1.7,2003,7,7/2003
153,L-BX17S2,Sin definir,BX,17,Boxers,Men's Briefs,Underwear,66.0,L,Single Unit,Out of Production,2003-07-10,1.7,2003,7,7/2003
154,L-BX17Y1,Sin definir,BX,17,Boxers,Men's Briefs,Underwear,66.0,L,Single Unit,Out of Production,2003-07-10,1.55,2003,7,7/2003
155,L-BX34A,Sin definir,BX,34,Boxers,Men's Briefs,Underwear,88.0,L,Single Unit,In Production,2003-07-10,1.1,2003,7,7/2003
156,L-BX34B,Sin definir,BX,34,Boxers,Men's Briefs,Underwear,80.0,L,Single Unit,Out of Production,2003-07-10,1.3,2003,7,7/2003
157,L-BX34C,Sin definir,BX,34,Boxers,Men's Briefs,Underwear,79.0,L,Single Unit,Out of Production,2003-07-10,1.1,2003,7,7/2003
158,L-BX46B,Sin definir,BX,46,Boxers,Men's Briefs,Underwear,80.0,L,Single Unit,Out of Production,2003-07-10,1.05,2003,7,7/2003
159,L-BX46C,Sin definir,BX,46,Boxers,Men's Briefs,Underwear,75.0,L,Single Unit,In Production,2003-07-10,1.0,2003,7,7/2003
160,L-BX46CB,Sin definir,BX,46,Boxers,Men's Briefs,Underwear,90.0,L,Single Unit,Out of Production,2003-07-10,1.05,2003,7,7/2003
161,L-BX46SA,Sin definir,BX,46,Boxers,Men's Briefs,Underwear,84.0,L,Single Unit,Out of Production,2003-07-10,1.0,2003,7,7/2003
162,L-BX46SC,Sin definir,BX,46,Boxers,Men's Briefs,Underwear,83.0,L,Single Unit,In Production,2003-07-10,1.1,2003,7,7/2003
163,L-BX64P,Sin definir,BX,64,Boxers,Men's Briefs,Underwear,90.0,L,Single Unit,Out of Production,2003-07-10,0.75,2003,7,7/2003
164,L-BX61A,Sin definir,BX,61,Boxers,Men's Briefs,Underwear,70.0,L,Single Unit,In Production,2003-07-10,0.7,2003,7,7/2003
165,L-C1011S,Sin definir,C,1011,Briefs,Women's Panties,Underwear,310.0,L,Dozen,Out of Production,2003-08-06,4.7,2003,8,8/2003
166,L-C10S,Sin definir,C,10,Briefs,Women's Panties,Underwear,310.0,L,Dozen,Out of Production,2003-08-06,4.7,2003,8,8/2003
167,L-C11S,Sin definir,C,11,Briefs,Women's Panties,Underwear,305.0,L,Dozen,Out of Production,2003-07-10,4.2,2003,7,7/2003
168,L-C32,Sin definir,C,32,Briefs,Women's Panties,Underwear,305.0,L,Dozen,Out of Production,2003-07-10,3.2,2003,7,7/2003
169,L-C32E,Sin definir,C,32,Briefs,Women's Panties,Underwear,350.0,L,Dozen,Out of Production,2003-07-10,3.35,2003,7,7/2003
170,L-C32S,Sin definir,C,32,Briefs,Women's Panties,Underwear,365.0,L,Dozen,Out of Production,2003-08-06,3.4,2003,8,8/2003
171,L-C46D,Sin definir,C,46,Briefs,Women's Panties,Underwear,365.0,L,Dozen,Out of Production,2003-08-06,4.45,2003,8,8/2003
172,L-C46K,Sin definir,C,46,Briefs,Women's Panties,Underwear,383.0,L,Dozen,Out of Production,2003-08-06,4.7,2003,8,8/2003
173,L-C46S,Sin definir,C,46,Briefs,Women's Panties,Underwear,380.0,L,Dozen,Out of Production,2003-08-06,3.6,2003,8,8/2003
174,L-C46SD,Sin definir,C,46,Briefs,Women's Panties,Underwear,345.0,L,Dozen,Out of Production,2003-08-06,4.85,2003,8,8/2003
175,L-C46SK,Sin definir,C,46,Briefs,Women's Panties,Underwear,359.0,L,Dozen,Out of Production,2003-07-10,5.1,2003,7,7/2003
176,L-C97,Sin definir,C,97,Briefs,Women's Panties,Underwear,282.0,L,Dozen,Out of Production,2003-08-06,4.0,2003,8,8/2003
177,L-C97S,Sin definir,C,97,Briefs,Women's Panties,Underwear,283.0,L,Dozen,Out of Production,2003-08-06,4.2,2003,8,8/2003
178,L-D31S,Sin definir,D,31,Briefs,Women's Panties,Underwear,515.0,L,Dozen,Out of Production,2003-08-06,4.65,2003,8,8/2003
179,L-D46S,Sin definir,D,46,Briefs,Women's Panties,Underwear,515.0,L,Dozen,Out of Production,2003-07-10,4.6,2003,7,7/2003
180,L-D46T,Sin definir,D,46,Briefs,Women's Panties,Underwear,405.0,L,Dozen,Out of Production,2003-07-10,5.3,2003,7,7/2003
181,L-ERK33,Sin definir,ERK,33,Briefs,Men's Briefs,Underwear,705.0,L,Dozen,Out of Production,2003-07-10,4.8,2003,7,7/2003
182,L-ERK34B,Sin definir,ERK,34,Briefs,Men's Briefs,Underwear,695.0,L,Dozen,In Production,2003-07-10,6.1,2003,7,7/2003
183,L-ERK61,Sin definir,ERK,61,Briefs,Men's Briefs,Underwear,575.0,L,Dozen,In Production,2003-07-10,3.9,2003,7,7/2003
184,L-ERK63,Sin definir,ERK,63,Briefs,Men's Briefs,Underwear,585.0,L,Dozen,In Production,2003-07-10,3.7,2003,7,7/2003
185,L-ERK64,Sin definir,ERK,64,Briefs,Men's Briefs,Underwear,585.0,L,Dozen,Out of Production,2003-07-10,4.2,2003,7,7/2003
186,L-ERK64B,Sin definir,ERK,64,Briefs,Men's Briefs,Underwear,610.0,L,Dozen,Out of Production,2003-07-10,4.8,2003,7,7/2003
187,L-ERK81,Sin definir,ERK,81,Briefs,Men's Briefs,Underwear,286.0,L,Dozen,Out of Production,2003-07-10,3.55,2003,7,7/2003
189,L-G31E,Sin definir,G,31,Briefs,Women's Panties,Underwear,390.0,L,Dozen,Out of Production,2003-07-10,4.15,2003,7,7/2003
190,L-G46,Sin definir,G,46,Briefs,Women's Panties,Underwear,369.0,L,Dozen,In Production,2003-07-10,4.9,2003,7,7/2003
191,L-G46E,Sin definir,G,46,Briefs,Women's Panties,Underwear,401.0,L,Dozen,Out of Production,2003-07-10,4.65,2003,7,7/2003
192,L-G46S,Sin definir,G,46,Briefs,Women's Panties,Underwear,400.0,L,Dozen,In Production,2003-08-06,5.4,2003,8,8/2003
193,L-GS56,Sin definir,GS,56,Briefs,Women's Panties,Underwear,732.0,L,Dozen,Out of Production,2003-08-06,5.5,2003,8,8/2003
